# Height ||        Trigger Rate (kHz)         ||             SEC (Hz)            ||    Factor      
# (cm)   ||    Beam on     ||     Beam off    ||     Beam on    ||     Beam off  ||                
  0      ||   43.0 | 6.1   ||   0.60 | 0.14   ||   25.1 | 3.6   ||   7.6 | 1.1   ||  1.00 | 0.00 
 -5      ||   28.8 | 4.1   ||   0.60 | 0.14   ||   25.7 | 3.7   ||   7.6 | 1.1   ||  1.00 | 0.00 
-15      ||   10.1 | 1.4   ||   0.60 | 0.14   ||   24.2 | 3.5   ||   7.6 | 1.1   ||  1.00 | 0.00 
  5      ||   33.3 | 4.7   ||   1.66 | 0.30   ||   26.0 | 3.7   ||   8.0 | 1.2   ||  1.65 | 0.33 
  5      ||   28.4 | 4.0   ||   1.66 | 0.30   ||   22.8 | 3.3   ||   8.0 | 1.2   ||  1.65 | 0.33 
 15      ||   21.6 | 3.1   ||   1.66 | 0.30   ||   26.7 | 3.8   ||   8.0 | 1.2   ||  1.65 | 0.33 
 15      ||   23.7 | 3.4   ||   1.66 | 0.30   ||   27.4 | 3.9   ||   8.0 | 1.2   ||  1.65 | 0.33 
  0      ||   26.1 | 3.7   ||   0.68 | 0.15   ||   26.0 | 3.7   ||   8.1 | 1.2   ||  1.65 | 0.33 
